Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Z-score	Combined Score	Genes
GO_Cellular_Component_2018	nucleoplasm part (GO:0044451)	16/117	4.5576877756939103e-17	3.463842709527374e-16	5.25975713118567e-07	3.6340140179101e-06	-1.5233043371030253	57.317572077664565	MCM7;TAH11;CDC6;ORC5;ORC4;CDC45;ORC6;ORC1;ORC3;ORC2;MCM3;MCM4;MCM5;CAK1;MCM6;MCM2
GO_Cellular_Component_2018	CMG complex (GO:0071162)	7/12	3.2099653261275145e-13	2.0329780398807593e-12	3.9933242276763384e-07	3.0349264130340155e-06	-1.5735575985837311	45.267076005308844	CDC45;MCM7;MCM3;MCM4;MCM5;MCM6;MCM2
GO_Cellular_Component_2018	nuclear condensin complex (GO:0000799)	5/7	2.2318610914621645e-10	1.060134018444528e-09	1.010487022332403e-05	5.907462592097128e-05	-2.0298392649605472	45.10914868119065	YCS4;BRN1;SMC4;YCG1;SMC2
GO_Cellular_Component_2018	chromatin (GO:0000785)	13/110	3.1181640620733893e-13	2.0329780398807593e-12	2.7556794960341456e-05	0.00013962109446572987	-1.4600992158413473	42.045545315304274	RAD9;YOX1;SCC4;SWI4;CDC7;MBP1;DBF4;CHK1;RAD24;SWI6;SCC2;YHP1;MCM1
GO_Cellular_Component_2018	SCF ubiquitin ligase complex (GO:0019005)	7/23	9.363631655514781e-11	4.744240038794157e-10	1.2516521607651953e-05	6.794683158439632e-05	-1.8040956345548984	41.65945982496035	CDC53;MET30;HRT1;CKS1;GRR1;CDC4;SKP1
GO_Cellular_Component_2018	condensed nuclear chromosome (GO:0000794)	9/51	3.781083000477678e-11	2.0525879145450259e-10	3.182879431600935e-05	0.00015118677300104453	-1.663930469269779	39.93171148095042	DDC1;YCS4;PPH22;MCD1;BRN1;BUB1;SMC4;YCG1;SMC2
GO_Cellular_Component_2018	mitotic cohesin complex (GO:0030892)	4/6	2.5308071978186523e-08	8.742788501555344e-08	0.00010271796856036288	0.0004108718742414515	-2.054875231750336	35.9441702534465	MCD1;IRR1;SMC3;SMC1
GO_Cellular_Component_2018	condensed nuclear chromosome, centromeric region (GO:0000780)	8/46	5.436601962473423e-10	2.4304808773410604e-09	9.761693694077018e-05	0.0004108718742414515	-1.6657936783128662	35.53587131004301	MAD3;MAD2;MAD1;PPH22;MPS1;BUB3;BUB1;SLK19
GO_Cellular_Component_2018	nuclear mitotic cohesin complex (GO:0034990)	4/6	2.5308071978186523e-08	8.742788501555344e-08	0.00010271796856036288	0.0004108718742414515	-1.8305255085173051	32.019812937925835	MCD1;IRR1;SMC3;SMC1
GO_Cellular_Component_2018	SBF transcription complex (GO:0033309)	4/7	5.875458647164764e-08	1.8605619049355094e-07	0.00015796957458984474	0.0006002843834414102	-1.8282609297773436	30.44035547402009	MBP1;WHI5;SWI6;SWI4
GO_Cellular_Component_2018	nuclear cohesin complex (GO:0000798)	4/8	1.1691710989798871e-07	3.554280140898855e-07	0.00023190192677338068	0.0008011157470353151	-1.777829157608702	28.377354542416157	MCD1;IRR1;SMC3;SMC1
GO_Cellular_Component_2018	condensed chromosome kinetochore (GO:0000777)	7/41	7.792607370678551e-09	3.1170429482714205e-08	0.00029921083416518414	0.0009886966694153908	-1.3836421063587858	25.832723104107213	MAD3;MAD2;MAD1;MPS1;BUB3;BUB1;SLK19
GO_Cellular_Component_2018	spindle (GO:0005819)	7/38	4.445698594750206e-09	1.877072740005642e-08	0.00019756173608298334	0.000714985330586035	-1.3314678491115246	25.605896014404067	MAD1;CDC14;CLB2;PDS1;CDC5;ESP1;SLK19
GO_Cellular_Component_2018	condensed nuclear chromosome kinetochore (GO:0000778)	7/46	1.805928124567289e-08	6.8625268733557e-08	0.0005585327028573212	0.0017686868923815187	-1.3123530111654274	23.398737237329364	MAD3;MAD2;MAD1;MPS1;BUB3;BUB1;SLK19
GO_Cellular_Component_2018	nuclear chromatin (GO:0000790)	10/152	5.832916546114487e-08	1.8605619049355094e-07	0.013487541592320584	0.0320329112817614	-1.3996407190117262	23.3140444426723	MBP1;CHK1;RAD24;SWI6;YOX1;SCC4;SWI4;SCC2;YHP1;MCM1
GO_Cellular_Component_2018	nuclear lumen (GO:0031981)	13/339	3.3391338159693804e-07	9.39904333383974e-07	0.1721650567032107	0.290767651320978	-1.2922921565723533	19.271157155725668	YCS4;PPH22;SPO12;LCD1;CDC20;NET1;CDC14;MOB1;CDC27;MRC1;FOB1;SCC2;APC4
GO_Cellular_Component_2018	mitotic spindle pole body (GO:0044732)	3/7	9.215001287391256e-06	2.4149658546266742e-05	0.0021457013531524967	0.00652293211358359	-1.4279129274631972	16.556190359139027	BFA1;BUB2;DAM1
GO_Cellular_Component_2018	nuclear periphery (GO:0034399)	7/63	1.7033941466834179e-07	4.979152121074607e-07	0.0029448573085315163	0.008608044440322893	-1.0275597760123292	16.015004973831616	CDC20;PPH22;MOB1;CDC27;MRC1;CDC4;APC4
GO_Cellular_Component_2018	MBF transcription complex (GO:0030907)	3/12	5.655872457026689e-05	0.00012642538433353768	0.007353080563990388	0.019270142167698946	-1.5730272477675629	15.384569988780886	MBP1;SWI6;SWI4
GO_Cellular_Component_2018	chromosome (GO:0005694)	4/22	1.138471606633968e-05	2.8841280701393838e-05	0.005189030541882971	0.014606160043818721	-1.331766103158717	15.159811575385294	LCD1;MRC1;SCC2;YCG1
GO_Cellular_Component_2018	mitotic spindle (GO:0072686)	3/12	5.655872457026689e-05	0.00012642538433353768	0.007353080563990388	0.019270142167698946	-1.4877311189483118	14.550354138131015	MAD1;CDC14;ESP1
GO_Cellular_Component_2018	condensed chromosome (GO:0000793)	4/31	4.6801238081554594e-05	0.00011473851916768218	0.015015199988152234	0.03458046057877485	-1.3963496309763999	13.92104853861372	DDC1;YCS4;MCD1;YCG1
GO_Cellular_Component_2018	nuclear chromosome (GO:0000228)	5/43	8.480148763637634e-06	2.30175466441593e-05	0.009853778796165572	0.02496290628361945	-1.1765824585815354	13.73987412161721	DDC1;LCD1;MCD1;MRC1;SCC2
GO_Cellular_Component_2018	septin ring (GO:0005940)	3/24	0.0004914806866623286	0.0009577572355471014	0.03718320631523773	0.07436641263047546	-1.6613779927947887	12.656523607219931	HSL1;HSL7;KCC4
GO_Cellular_Component_2018	condensed chromosome, centromeric region (GO:0000779)	3/18	0.00020387592466927532	0.000418772169590944	0.01905354266264079	0.041373406924591405	-1.4581278259701302	12.391168750918483	YCS4;PPH22;BUB1
GO_Cellular_Component_2018	microtubule cytoskeleton (GO:0015630)	4/32	5.321875980437696e-05	0.00012639455453539536	0.016539133599255802	0.036969828045395316	-1.2278881235945371	12.08376931688402	CLB2;PDS1;ESP1;SLK19
GO_Cellular_Component_2018	nuclear replication fork (GO:0043596)	3/14	9.269199728267326e-05	0.00020127405124237624	0.010555413893357221	0.025877788899843518	-1.2211143618094806	11.339546888659134	CDC45;MRC1;MCM4
GO_Cellular_Component_2018	chromatin silencing complex (GO:0005677)	2/7	0.0008618618620343483	0.0015975975979173286	0.024020216306238084	0.050709345535391456	-1.5410951454973658	10.874607753344767	NET1;CDC14
GO_Cellular_Component_2018	RNA polymerase II transcription factor complex (GO:0090575)	5/76	0.00013713078112479309	0.00028949831570789636	0.07221144859350477	0.13385536812454538	-1.12831042703289	10.035842258942235	MBP1;WHI5;SWI6;SWI4;CAK1
GO_Cellular_Component_2018	chromosome, centromeric region (GO:0000775)	3/22	0.00037752081596127907	0.0007550416319225581	0.03042293404420657	0.062490351009721556	-1.248293995355023	9.838909529306326	YCS4;DBF4;CDC7
GO_Cellular_Component_2018	spindle pole (GO:0000922)	2/12	0.002651607083452369	0.00479814615100905	0.055507126213936185	0.10546353980647878	-1.4444423157418316	8.569283136921952	CDC14;CDC5
GO_Cellular_Component_2018	replication fork (GO:0005657)	3/26	0.0006253849842105199	0.001188231469999989	0.044646423945702195	0.08700328768906068	-1.1154092751715057	8.228533863801992	CDC45;MRC1;MCM4
GO_Cellular_Component_2018	cellular bud neck septin ring (GO:0000144)	2/16	0.00473980881286801	0.008005010439510416	0.08692616605303731	0.15014519590979164	-1.4482991215099887	7.750947103563022	HSL1;HSL7
GO_Cellular_Component_2018	site of DNA damage (GO:0090734)	2/15	0.004164989234164199	0.007194072313556343	0.07864708888530912	0.1390041570996161	-1.3678981937116144	7.497506888158655	CHK1;MEC3
GO_Cellular_Component_2018	site of double-strand break (GO:0035861)	2/15	0.004164989234164199	0.007194072313556343	0.07864708888530912	0.1390041570996161	-1.3077247884114818	7.167693951204942	CHK1;MEC3
GO_Cellular_Component_2018	Cul8-RING ubiquitin ligase complex (GO:0035361)	1/6	0.03837643525702299	0.055030359991202774	0.17822522009965913	0.29445905929508903	-1.5819833576269626	5.157758807267517	HRT1
GO_Cellular_Component_2018	Cul3-RING ubiquitin ligase complex (GO:0031463)	1/7	0.04462886415872057	0.061668975928413895	0.200968392387079	0.3181999546128751	-1.4800896201766631	4.602152849929507	HRT1
GO_Cellular_Component_2018	chromosomal region (GO:0098687)	2/34	0.020534972441276833	0.03185016133749061	0.26223428108315666	0.39567335571633505	-1.1832894432804868	4.597820076781644	DBF4;CDC7
GO_Cellular_Component_2018	outer plaque of spindle pole body (GO:0005824)	1/7	0.04462886415872057	0.061668975928413895	0.200968392387079	0.3181999546128751	-1.4215171191812437	4.420029011812598	HSL7
GO_Cellular_Component_2018	nuclear chromosome, telomeric region (GO:0000784)	2/33	0.01940855086046832	0.030730205529074843	0.2518888081688027	0.3906846820577349	-1.0335561726507716	4.0743213706657215	ORC1;MCM5
GO_Cellular_Component_2018	cytosol (GO:0005829)	10/676	0.012878054811398768	0.021276786210137108	0.9948176632039439	0.9999999986758832	-0.8966262647912862	3.902324260713517	RAD53;CDC55;CDC26;CDC16;HSL7;PHO81;SCC2;IRR1;MCM1;PHO2
GO_Cellular_Component_2018	spindle midzone (GO:0051233)	1/10	0.0631451286749827	0.08274189274652903	0.26551764659911964	0.39567335571633505	-1.3896227877581622	3.8385822244829684	SLK19
GO_Cellular_Component_2018	nucleolar part (GO:0044452)	2/38	0.02530372647245775	0.037707513958956655	0.3035764133932499	0.4257176461146675	-1.0260725930250882	3.772667406659689	NET1;CDC14
GO_Cellular_Component_2018	cytoplasmic stress granule (GO:0010494)	3/96	0.024742121817405385	0.03760802516245621	0.5194797548646816	0.6367816349954166	-0.995284373734144	3.681803879301816	CDC28;PPH21;FUS3
GO_Cellular_Component_2018	rDNA heterochromatin (GO:0033553)	1/13	0.08130523261964843	0.09654996373583247	0.32488978256119366	0.4257176461146675	-1.410333803315512	3.5392960071231667	FOB1
GO_Cellular_Component_2018	chromosome, telomeric region (GO:0000781)	2/41	0.02914583719124128	0.04259776204873722	0.3343393030260765	0.4306743564403698	-0.9797902193426546	3.4639926516067945	ORC1;MCM5
GO_Cellular_Component_2018	nucleolus (GO:0005730)	5/231	0.017591568967866154	0.028445941309741013	0.7898890075927646	0.8959935011500013	-0.8469123581599044	3.421810089461592	NET1;YCS4;SPO12;CDC14;FOB1
GO_Cellular_Component_2018	septin cytoskeleton (GO:0032156)	1/13	0.08130523261964843	0.09654996373583247	0.32488978256119366	0.4257176461146675	-1.3056408702071192	3.276564390499175	KCC4
GO_Cellular_Component_2018	cellular bud neck contractile ring (GO:0000142)	1/13	0.08130523261964843	0.09654996373583247	0.32488978256119366	0.4257176461146675	-1.3001800911896435	3.262860320351457	GRR1
GO_Cellular_Component_2018	DASH complex (GO:0042729)	1/11	0.06923773163987743	0.08918758651916409	0.28586253758701247	0.4177990933964031	-1.2042935848952414	3.2157159424140627	DAM1
GO_Cellular_Component_2018	condensed nuclear chromosome outer kinetochore (GO:0000942)	1/13	0.08130523261964843	0.09654996373583247	0.32488978256119366	0.4257176461146675	-1.0372894632982883	2.6031244851763984	DAM1
GO_Cellular_Component_2018	heterochromatin (GO:0000792)	1/17	0.10497640916204677	0.12274164763562395	0.39670706921553733	0.5024956210063474	-1.1295567018991226	2.5460429778271063	FOB1
GO_Cellular_Component_2018	holo TFIIH complex (GO:0005675)	1/13	0.08130523261964843	0.09654996373583247	0.32488978256119366	0.4257176461146675	-0.9936576919226584	2.493628595727785	CAK1
GO_Cellular_Component_2018	cytoplasmic ribonucleoprotein granule (GO:0036464)	3/131	0.05394535764714592	0.07321155680684087	0.7232823569125162	0.8511782665576689	-0.7949334413514912	2.3210336570685235	CDC28;PPH21;FUS3
GO_Cellular_Component_2018	microtubule organizing center part (GO:0044450)	1/18	0.11079901171817906	0.12758674076638796	0.4134434140668027	0.5151098273619181	-1.0153272980596963	2.233758053563254	HSL7
GO_Cellular_Component_2018	fungal-type cell wall (GO:0009277)	3/132	0.05494722796674274	0.07326297062232372	0.7279814121874801	0.8511782665576689	-0.70920221092338	2.0576665616644547	PHO12;PHO5;PHO11
GO_Cellular_Component_2018	cell cortex part (GO:0044448)	1/38	0.2196685426557433	0.24917625734084306	0.6662834080955352	0.8037704605596928	-0.8141005389265733	1.2338796716850382	KCC4
GO_Cellular_Component_2018	small-subunit processome (GO:0032040)	1/54	0.2971520335142442	0.33211109628062585	0.7878455917606803	0.8959935011500013	-0.6369611565182197	0.7729596081035567	CDC4
GO_Cellular_Component_2018	ribosome (GO:0005840)	1/114	0.5255190406639589	0.5788325665284187	0.9617468867758652	0.9999999986758832	-0.6115548950327822	0.39345537313619533	CDC28
GO_Cellular_Component_2018	preribosome (GO:0030684)	1/183	0.6984633834753752	0.7476509456919515	0.9948169051249611	0.9999999986758832	-0.5941118511278062	0.21321041914391134	CDC4
GO_Cellular_Component_2018	mitochondrion (GO:0005739)	6/1063	0.6952363202816758	0.7476509456919515	0.9999999986758832	0.9999999986758832	-0.4643392274400386	0.1687889167316712	MEC1;MCD1;DOC1;FUS3;ESP1;SMC2
GO_Cellular_Component_2018	fungal-type vacuole membrane (GO:0000329)	1/224	0.7698409066424812	0.8014782041757337	0.9984430312784434	0.9999999986758832	-0.481616071323527	0.12597699015042593	CDC55
GO_Cellular_Component_2018	lytic vacuole membrane (GO:0098852)	1/220	0.7636889989503114	0.8014782041757337	0.9982483251789311	0.9999999986758832	-0.4516803018890964	0.12177058934389345	CDC55
GO_Cellular_Component_2018	fungal-type vacuole (GO:0000324)	2/452	0.7958082579156547	0.8173165892106724	0.999976713407865	0.9999999986758832	-0.5307856091635348	0.12122984298949767	PHO12;CDC55
GO_Cellular_Component_2018	lytic vacuole (GO:0000323)	1/283	0.8441221164322835	0.8441221164322835	0.9997296382596172	0.9999999986758832	-0.4360710695587911	0.07389577802440524	PHO12
GO_Cellular_Component_2018	storage vacuole (GO:0000322)	1/279	0.8399429931023995	0.8441221164322835	0.9996953344887233	0.9999999986758832	-0.4225253858757094	0.07369740799014933	PHO12
