	Day00_Rep1	Day00_Rep2	Day01_Rep1	Day01_Rep2	Day03_Rep1	Day03_Rep2	Day30_Rep1	Day30_Rep2
Prex2	5.33312311381262	5.05707859589169	5.32629749642737	5.17598068664592	5.51102256315331	5.62974828970818	5.17447036360982	4.96194104708594
A830018L16Rik	6.16402017057259	6.13374985958728	6.1627591500943	6.08224006821917	6.19166120621237	6.23431039956055	6.07235728589439	6.15923274440193
Sulf1	5.39858239038356	5.19957802394585	5.23750402122302	5.33193784968953	5.42816687650412	5.51790289044393	5.44265311292777	5.03853818348776
Slco5a1	6.07176722324355	5.89812628070715	6.05171291233486	5.95332809402956	5.85392602980094	5.86903975867798	5.9169400122241	6.11384164407627
Ncoa2	6.6006853399213	6.63657738100323	6.58952622359649	6.62024415797049	6.63099008550811	6.5791515237936	6.65936328964152	6.54342973462077
Tram1	5.60427520843616	5.48860993725674	5.44894392796168	5.34575542407986	5.44349738920882	5.52434930362817	5.40357496434407	5.47591130592933
Lactb2	4.75214365673852	4.71775102900875	4.68298114448701	4.82660558643328	4.79944710696761	4.84605709615761	4.80099901846173	4.80496203565721
Eya1	1.37044401287244	0.437660510996006	0.815520897655466	0.36509640538655	0.545774612385871	0.569429786784711	1.6783183522342	0.961671332587264
Msc	2.02809824519854	2.42354422611216	2.24408472151842	2.04898677411788	2.05599886938649	1.90345907619755	2.33724861740678	2.61298226826479
Trpa1	5.83530651945592	5.87827097366497	5.98201719497241	6.03084192963711	6.11394801383595	6.11152884691359	5.76525023351649	5.72644067245714
Kcnb2	5.76132586717538	5.84959848479274	5.70548262784827	5.90802928374393	5.80847033230316	5.91031495335025	5.56985871903747	5.41105213305496
Terf1	3.58927531009346	3.42774989442975	3.3711430768818	3.08631410166545	3.23061477326124	3.42377028052952	3.50714212709396	3.64730536736052
Sbspon	4.2743031020984	4.14350954549138	3.92204307446995	3.99954193727117	4.41692884282167	4.28541188138314	3.43931652600908	3.962187473626
4930444P10Rik	-0.3061070967173	-0.103866635737536	-0.600383761963346	-0.0122447766051662	0.0217113779674358	-0.563127432635981	-0.721229444890692	-0.794428972435001
Rpl7	7.4958487029422	7.57425293806867	7.4952744654052	7.56338194306063	7.52710592824844	7.50943253360653	7.53961119289153	7.58958092561195
Rdh10	3.05199119248933	2.86564053418739	2.86030900856529	2.79550392513795	2.9901250665426	3.1266738352335	3.15279956864645	3.04111764240988
Stau2	6.43250803307968	6.46162269727312	6.3868530406981	6.4077094028306	6.30594580355872	6.39981657545255	6.41472315249912	6.45976353452236
Ube2w	5.42357536884241	5.62114852161537	5.51714051614867	5.55613916679626	5.5736714140989	5.53502972560836	5.38334057618581	5.50115095652842
Tceb1	6.20118483974557	6.21578249038181	6.16753044387173	6.12245735315159	6.12095726308582	6.29060678148712	6.16535356851843	6.28186889931837
Tmem70	4.81258292072702	4.82950525527052	4.84662217572193	4.76260624846546	4.75917297272146	4.72963475256175	4.69334681356972	4.89565681218026
Ly96	0.592782584688551	0.232754531697634	0.66660097369097	0.174224040167246	0.435603855463277	0.98288001745299	0.0393893392693602	-1.11303044254148
Jph1	2.60458344791445	2.30003598923779	2.4855268240475	2.52533157078148	2.65996779541717	2.31390348079157	2.30810342857416	2.3715900619591
Gdap1	7.25398316878705	7.26706117917779	7.29339657199824	7.29272695476109	7.2584532550369	7.3403531831229	7.23926740694061	7.27996472912139
Pi15	1.31672329305543	0.454922258258508	0.66660097369097	0.802397760377786	0.756844500818226	0.868631448001697	0.941412423414391	1.00337882106258
Gm16070	-1.03650562643796	-0.687836452861583	-1.03808400860095	-1.02939375211722	-0.771385703740886	-0.963878789857708	-0.721229444890692	-0.475167711312719
Crispld1	3.07158477183359	2.88487339464516	2.91498370431721	2.31005084933226	3.1381666359653	3.05249213388899	2.93813335174951	2.86566683296367
Mcm3	1.85800012085982	1.82332946990168	2.08444738266728	1.44597072265257	1.93972799527322	1.63140425626901	2.05095687514441	1.95439152096435
6720483E21Rik	-0.340220716292668	-1.12734621210036	-0.553946937096569	-1.09815186550612	-0.560963801890281	-0.592584961357647	-0.936881971004181	-0.69102204368674
Paqr8	6.31207084361098	6.21894346930466	6.43513548745359	6.38387871544095	6.60600172587844	6.64274799509568	6.32330300639924	6.30992720612493
Efhc1	2.08704732919163	1.77604116206819	2.26366286406087	2.13388196282263	2.07712137910052	1.8714544283688	2.33243179068939	2.14811752439811
Tram2	0.440363282076911	0.366470914908265	0.208913005694864	0.174224040167246	0.333975665548717	0.542582462198973	0.737901629194904	0.885649740892684
Tmem14a	4.26298549039429	4.27567047072752	4.35363331006692	4.35822838471174	4.34908516711386	4.36418778021721	4.29450207817544	4.30943848583634
Gsta3	-0.447686085184598	-0.650438083474329	-1.3993654843193	-2.20890612421516	-0.809645457161318	-1.12671342257781	0.19608614951499	-1.64606671929213
Kcnq5	5.29959113112792	5.20723810326682	5.30519675375807	5.17324828496727	5.21245559557105	5.20931668658811	5.23895138924752	5.1260979008633
Rims1	5.44376390259163	5.56908949998936	5.41651549584704	5.37141133588015	5.32709687206085	5.36730982564823	5.4235294777638	5.39742964307914
4933415F23Rik	-3.80212198164506	-2.22961052667752	-3.05662588965033	-2.55050483154231	-3.1772465885834	-2.14942437439613	-4.88314870325232	-1.93024099735858
Ogfrl1	7.61636296538458	7.6403453782581	7.57889040058503	7.58221502730115	7.52085643255185	7.62681252523299	7.59834808250998	7.61807169073236
B3gat2	5.61822090559068	5.64108029442973	5.66985231446418	5.78097793588613	5.67802286795789	5.68679967205053	5.52359306704273	5.6745406082947
Smap1	6.82553239219831	6.86156508202319	6.81939917438213	6.89330380693705	6.80980967955068	6.8180947768489	6.78499410237311	6.77345808139279
Sdhaf4	3.74990861341707	3.77735270840209	3.65677713747153	3.85244039537994	3.76097713212094	3.84088573285242	3.40302106956036	3.62743716163473
Fam135a	5.01588739185158	4.94166487675172	5.11441407784634	4.99388939694294	5.02408349262973	5.1002035313833	5.05236178807734	5.19633627852646
Col9a1	-1.57217915700427	-2.92464308951871	-2.43506160009167	-3.28925087036621	-3.39264896559463	-1.98414864841388	-1.89056427318076	-4.88314870325232
Col19a1	2.51678231629368	2.24652077820276	2.59776368252961	2.31005084933226	2.45336082042025	2.59437759278723	2.56374891097665	2.83999912005449
Lmbrd1	7.26820439645246	7.20688221636717	7.26169904735687	7.23929946164394	7.17473460569018	7.20672295323824	7.29588179193487	7.28049491862639
Adgrb3	4.60527981068917	4.68337967861188	4.63493083214888	4.54313671341729	4.59131002749789	4.68429834895137	4.54509705320491	4.85137889989397
Phf3	5.76082306208369	5.74603898671225	5.80348364280762	5.66387882991406	5.76966769761741	5.74683500918683	5.76525023351649	5.69973331938092
Ptp4a1	4.238636664911	4.19834771577311	4.38376680630609	4.32414685846993	4.20180298361425	4.34974122690774	4.15551322703388	3.95157325524586
Gm13363	3.93600407689729	3.92401504638992	4.07762078138608	4.00569866125271	3.8633153685157	4.02671824757421	3.80709837241903	3.56961093459137
Khdrbs2	1.49175638875285	1.47977122345062	1.18760788380591	1.86255846431613	1.55174672091033	1.08874126108126	1.38460735868407	1.43534453043357
Gm5415	-2.43367595476067	-3.1152849458463	-1.57370449723095	-1.59812651479017	-2.30369748026581	-2.43937607970291	-2.30524778441807	-4.88314870325232
Prim2	1.93845796931193	1.76224055111109	2.1699356353776	1.89829574103982	1.92232565660948	2.18094822376452	1.95393722956882	1.48771051408803
1700001G17Rik	-1.27962192063612	-2.22961052667752	-2.27584827635346	-2.36961861774733	-1.42973043316043	-1.2155852721506	-1.89056427318076	-1.20503267441769
Rab23	4.42026333041855	4.30094822183642	4.52295415215718	4.20256483221997	4.48863858666988	4.51595347153317	4.26067302727355	4.13044108448832
Bag2	4.53173864110305	4.80363154283263	4.71888371641581	4.92625825256464	4.66465848579637	4.64933590750055	4.48559655807758	4.68754092233303
Zfp451	4.60751864267569	4.68246401809741	4.76654891580622	4.76985910889727	4.66291315989226	4.82810497093056	4.75224005976125	4.71525739046837
Bend6	6.91727688977581	6.99422331983002	6.90992983740851	6.88997929532983	6.83947167584958	6.84838287641189	6.94580639502177	7.01114850999656
Dst	10.8628527401482	10.6445896465511	10.8574513213822	10.6783428034952	10.8243491279086	10.8126827492351	10.8535224733927	10.9142196181037
Ccdc115	4.47768948070812	4.63118611738695	4.55110988627918	4.60256725199087	4.52175595801017	4.51509060381836	4.5039200017791	4.39614484009746
Imp4	3.71503408013034	3.74789402599159	3.77290525676854	3.30511321767521	3.53728157616784	3.72626645053638	3.77195231453287	3.42172292001804
Ptpn18	0.0505107697927018	0.329513941299581	0.626838685886201	0.857902730773318	0.795590726974598	0.756282730748904	0.876713576225102	0.268965311678279
Amer3	5.05085761834828	5.13678761050794	5.08811774961016	5.20837211278866	5.01863475363073	5.02582368301234	5.05089638784565	4.93188204299701
Arhgef4	6.6006853399213	6.57302799618038	6.49778596919618	6.5681542472086	6.50538230732306	6.50785863504994	6.52279733822789	6.55465121477588
Fam168b	7.93445632028306	8.01782072449373	7.97167404096029	7.9804837868246	7.97591667618594	7.95024803933293	8.01027829032797	7.96114675304773
Plekhb2	8.1023140737355	8.19392261971215	8.14266545948427	8.21509583307071	8.13993109031563	8.13990283387134	8.10661210237869	8.11130184152798
Hs6st1	7.23998117836845	7.23338314569733	7.19613495724203	7.224198266883	7.28791101243716	7.23306768561787	7.20179275141342	7.08615203245906
Uggt1	6.81878495065848	6.70805729989441	6.85182940667107	6.81804265228616	6.8024960816671	6.78769313214118	6.83246321650259	6.85794472273344
Neurl3	1.17899299295047	0.932589222624551	1.02886340524731	0.556188570858288	0.820855248351986	1.11631353805383	1.45720572319005	0.793560558842094
Arid5a	3.74990861341707	3.72850690209876	3.77518054813237	3.88620308003968	3.70610318832239	3.67774127610047	3.46154606962497	3.61235436009708
Kansl3	6.50964970235755	6.61298307382365	6.72986037554886	6.58846460142526	6.61708601843819	6.63819813666902	6.6622453126606	6.68511655348598
Fer1l5	3.91988026493374	4.134163718331	3.93023358899966	3.71139942970083	3.99954575265824	4.01455869095993	3.84817374098684	3.96350877693006
Lman2l	5.39145409289934	5.35132004958417	5.32241316397564	5.3570360661966	5.35546926186129	5.2241764100162	5.32026870527493	5.13609267881675
Cnnm4	4.55860105234278	4.53605553908945	4.47756839535973	4.5779865805537	4.51209422038066	4.52968962696452	4.45711443686316	4.59167697154598
Cnnm3	4.98436192919676	4.93091036181119	4.92350993986564	4.95092972935179	5.01521881195723	5.04866229113798	5.15414094709679	4.92579435008912
Ankrd23	2.48303835743577	1.49653927577739	1.61092148718295	1.34599181656917	1.81953910491842	1.41903871059808	2.25309157481717	1.57328236745498
Ankrd39	3.54557434712766	3.64448648917856	3.55980772237142	3.6628782588451	3.78845140016553	3.63071709519112	3.61222240334653	3.62075315390564
Sema4c	5.75022347214965	5.21168777220517	5.60290029929326	5.16318496907139	5.48409404696201	5.50535755108676	5.69193171294108	5.7318784019359
Fam178b	5.53186073647677	5.16983172829041	4.98279044030194	4.94346558213207	5.11752383573072	5.12755966905716	4.69146709478637	5.12727735733836
Cox5b	7.20418495686388	7.23041031538622	7.11425417696801	7.2204532857663	7.06370586675572	7.07181534035873	7.06475153816638	7.11125511055848
Actr1b	8.07840249221773	8.21663381268992	8.14123291014518	8.22282409030342	8.11150027886637	8.08949533579669	8.18869211597256	8.0949673245884
4933424G06Rik	-2.29340079380728	-1.17966411104486	-1.77204464932533	-1.41154621290403	-2.54053948325679	-1.2155852721506	-1.56884861281697	-1.20503267441769
Zap70	-1.09355269338666	-1.17966411104486	-0.192093887173526	-0.84083479783478	-0.848947550713437	-0.925888070901475	-0.0839681895291279	0.00720525726865491
Tmem131	6.65364644201266	6.58091148947498	6.68609451804323	6.56085558145109	6.755977601122	6.71722768053307	6.73454125113502	6.67103228510718
Cnga3	-1.57217915700427	-2.46904354423543	-2.61405036089106	-2.20890612421516	-1.76347425381538	-1.52068652924566	-2.08305763132688	-1.64606671929213
Inpp4a	6.86536746486173	6.90145921439449	6.91406543617669	6.93745064704787	6.92113729101232	6.90990846378002	6.86743163367941	7.00265815492191
Coa5	6.87817330702047	6.96910022686253	6.88170009865484	6.81745944901215	6.83017044716915	6.82489997357924	6.83118328810902	6.85616742944111
Unc50	4.95916202552706	5.15274326957655	4.87553979185856	5.00520078924758	4.95872310930168	4.94995594319423	4.91170667679191	5.33703556697631
Mgat4a	5.99475065954624	6.10294197107808	6.11055835216605	6.12151271302465	6.271427282507	6.19282539673525	6.1034378743859	6.11056541183063
2010300C02Rik	1.98741669158497	2.27595668837088	2.03213505636645	2.1926298954639	2.21213983342663	1.72988756622072	2.42130967363279	2.45286337436462
Tsga10	3.25414264983658	3.26357220579459	3.08602230811128	3.16176906341269	3.27470821644114	3.3069863037187	3.14732456104293	2.56852213782728
Lipt1	1.6303235661545	1.93210501809973	1.47196056826335	1.06075258036538	1.50575076801431	1.72988756622072	1.84316269979148	1.34901103922004
Mitd1	2.61797105037772	2.70539549568817	2.9025491234389	2.74241974094977	2.86515343460553	2.78968470989757	2.55550519452414	2.55456179704985
Mrpl30	4.74707549201521	4.78583678117444	4.67081229005321	4.9175770074469	4.73943461820878	4.71091741471683	4.62013754294306	4.74168150236333
Txndc9	5.20443985465704	5.20532689303024	5.19819498530788	5.21812616379694	5.25767729795875	5.29223880835884	5.03096640542257	5.15298439570195
Eif5b	6.22944299142687	6.0648014518742	6.18603191447276	6.02681132944285	6.17124124403336	6.02598205174102	6.07740418536441	6.17870425947585
Rev1	4.11347247289016	3.82791498447341	3.9545297778598	3.87951345789793	4.13790265985095	4.07903529298565	4.03171824050404	3.87219201356611
Aff3	6.59730981884092	6.47384657062114	6.56507909492974	6.58126822177102	6.58426608962186	6.60472472103842	6.57649112904897	6.52743756454363
Lonrf2	6.85103039690542	6.88304557089812	6.90915309110631	6.85829192268591	6.88322643588065	6.8995316608626	6.91975030065652	6.85385367002146
Chst10	3.41105517344668	3.63505187887125	3.58596456582613	3.36061006962488	3.33074572440717	3.47614067868733	3.3080745076235	3.50936977959099
Nms	-2.58907385190185	-2.75627807464162	-1.77204464932533	-4.88314870325232	-2.82404956536212	-2.2397513883517	-3.88738150330247	-4.88314870325232
Pdcl3	4.96790145913301	5.07811892894752	4.84878421244078	5.07420001842743	4.96652642603033	4.89529883918546	4.85825254436327	4.88663070784666
Npas2	2.53100585178937	2.62379822111568	1.98573483675558	2.20695055108842	2.46542658105376	2.36076392551378	2.21695931277114	2.30644103527361
Rpl31	5.84767067959496	5.97977580808323	5.80571125294492	5.87925726952066	5.8523954040445	5.77125113277837	5.67157513343287	5.79780488331959
Tbc1d8	4.9254608050867	5.11591354455997	5.08261676936686	5.0456013018842	4.90731463517462	4.98589942789817	5.16569609932252	5.03288516170697
Cnot11	4.99123685849786	4.9920513420657	5.07893776166158	5.04858621775065	5.03559418367144	5.03126559216116	4.9694692902502	4.97444696320836
Rnf149	4.84615125447385	4.85003834461954	4.87871737083333	4.96469008759755	4.98130747272347	5.05283025136854	4.92376597434812	5.07322340592116
Creg2	5.14171372490136	5.09335579340964	5.06319646010998	5.0092921332351	5.190210919524	5.22047580339745	5.03319449279397	5.18618583530991
Rfx8	-1.57217915700427	-1.61115903249842	-1.6694688054496	-1.50182221546419	-1.49058670184211	-1.17046512816611	-1.43142234574089	-3.06403018989411
Map4k4	7.44041160542599	7.3469584746968	7.19677162100345	7.18923690091195	7.34888560863502	7.33998778899011	7.24744677971085	7.35726672389021
Gm16894	-1.34738927778503	-0.847950929153556	-1.03808400860095	-1.50182221546419	-0.930917362163219	-0.534259363845289	-0.276569894522912	-0.338635168828571
Il1r2	-0.928763045309944	-1.93167635114891	-0.697997325240667	-1.3265880616781	-1.26119729282814	-1.00289704370622	-1.2470904880734	-0.985172182769229
Il1r1	3.43898116425498	3.20100826437772	3.46433321610284	3.06288599628174	3.5988242068433	3.42560816240402	3.56372468647234	3.48381442314825
Il1rl2	-0.116807116288282	-0.0788098974292267	-1.17194495988515	-0.727562603843717	-0.97371760099889	-0.684748043337889	-0.891095418152417	-1.06913986444086
Il1rl1	1.11748397742723	0.617050246660301	-0.228099593233486	-0.265451834247321	0.530541725304191	0.291629755008773	1.1308718639728	1.06376289487991
Il18r1	-2.04813900741672	-2.22961052667752	-2.13247215895027	-2.55050483154231	-0.734114427587903	-1.17046512816611	-1.2470904880734	-1.11303044254148
Il18rap	-2.04813900741672	-1.12734621210036	-0.697997325240667	-0.572763294240523	-0.240407664303079	-0.622656525164751	0.217144141192806	-1.30330404750351
Slc9a2	1.81989041633493	1.42826501806102	1.70938974399015	1.67955522867441	2.05599886938649	1.9754860746894	3.15279956864645	1.55236052118513
Mfsd9	3.74381522314132	3.95315895700203	3.6343927655552	3.96414866750632	3.82636893264469	3.79754474342115	3.75585287208242	3.46154366165197
Tmem182	-2.04813900741672	-1.76253494395998	-2.61405036089106	-3.28925087036621	-2.00844612301579	-1.98414864841388	-2.08305763132688	-2.28447130446973
Pou3f3	-2.43367595476067	-1.68486249375183	-3.05662588965033	-2.20890612421516	-2.198422254301	-1.76708809616477	-1.30595584737902	-2.50064038254591
Mrps9	4.89003413060158	4.75829174575949	4.72242531812673	4.7195553792878	4.83242963325928	4.72217693239697	4.73500565007741	4.87052178566084
Gpr45	2.19222276355473	2.52510140473383	2.36985070478087	2.6300059189818	2.56597383748087	2.63941750616903	2.65145065336621	2.53691923179927
Tgfbrap1	6.05791773793026	6.01475347656058	6.06293081725968	6.09480849923458	6.10882890332682	6.03142336467387	6.02126698775751	6.06174189786124
AI597479	4.67845154356662	4.64253050683696	4.58262907901849	4.66743409994466	4.56257955034179	4.67968535501194	4.60123966293096	4.59509088287216
Fhl2	2.09982633846047	1.47977122345062	2.10629902577296	1.98394781227373	2.34433461890072	2.15459506188543	2.80885383869928	2.52622919557762
Nck2	3.42635450311905	3.2974581059836	3.23230643568653	3.23696632421476	3.06075166259534	3.04294536867427	3.33240335335238	3.15883185994265
1500015O10Rik	2.86627758149421	2.60459163637088	2.81237027270873	3.05499131332744	2.87423253592156	2.99671499987775	3.54926687776849	3.03610281902263
Uxs1	4.83090257925326	4.81119118828931	4.82482171411272	5.0082703844731	4.89992455873519	4.89993352480944	4.79050035676633	4.78118129320999
Tpp2	6.53839023025777	6.54836201741247	6.61927639946953	6.49454565315405	6.60213617017385	6.59127857693126	6.58360300565383	6.57575611586002
Tex30	1.93132623942025	2.22152358064585	2.03213505636645	1.65886902070644	2.05066956465569	2.06781830782515	1.88981025284852	2.08638808813538
Kdelc1	2.93206654033958	2.92568531936685	2.62829044899167	2.31666914855923	2.83756819559016	2.62349275413284	2.74504058988709	2.91839945789371
Bivm	4.35380353331057	4.32344308730187	4.37629223252169	4.25001542259569	4.3479993809098	4.36897132877227	4.29697665932435	4.26512141573964
Ercc5	4.61977049815588	4.51460741975263	4.4803600682334	4.65573636254598	4.68887390640461	4.61431107955534	4.69990660919192	4.74014046825299
Gulp1	4.87059166550353	4.48129885210371	4.39860077069383	4.29092217659875	4.52752209407479	4.50643342307772	4.081369948647	4.80937761262857
Col3a1	8.23981946603365	7.47806382484391	7.47617155542624	7.46086786617898	7.51445877382748	7.57651976314688	7.29185538060506	7.32126068608757
Col5a2	5.81122727560973	5.22558376362122	5.38632125167412	5.13631294726829	5.38223408461983	5.52134456168818	5.28455373953751	5.37625568622122
Wdr75	4.83090257925326	4.87830239196453	5.01972058388926	4.75409823466026	4.78748247565396	4.92158442297708	4.75043557621699	4.83125502650793
Slc40a1	1.90244145761399	1.33811151220945	1.59039486966662	2.04101545306562	1.97953526156644	1.79389447109779	2.34683429084162	1.34901103922004
Dnah7b	2.42328942023063	2.27595668837088	2.49107415184208	1.55074017584731	2.54338480129919	2.26956854126662	2.29825603879119	1.88356959600995
Slc39a10	6.0032777727829	5.95988700970491	5.93750873722561	5.95703956858239	5.99413165937293	6.05030795168218	5.93928918913093	5.99450098290709
Tmeff2	6.72239959226784	6.7862127943889	6.59790544508864	6.73462813912954	6.68895316182316	6.62486182857265	6.6850965501009	6.57942332509451
9330175M20Rik	-0.604685987685553	-0.543730097720025	-0.975540271462008	-1.24635594903923	-1.62058794624742	-0.783202965095308	-1.64280446860358	-1.25333178461763
Sdpr	3.74381522314132	3.55926455228879	3.62180527445467	3.67837775421691	3.85416708407108	3.76307275063093	4.18253047946132	4.12808638009459
Nabp1	2.44848620218152	2.52510140473383	2.33942203549119	2.27649612794762	2.41239686403499	2.3414233743413	2.32759882780617	2.06192449575481
Myo1b	5.601469819127	5.52737246328992	5.65015290417895	5.47340908847135	5.74306941503495	5.63690516656676	5.6348782451378	5.76521818814792
Stat4	-0.928763045309944	-1.93167635114891	-0.915595644793207	-1.24635594903923	-0.528694699484768	-0.450967204593887	-0.84671739714915	-3.2475276705
Stat1	6.11411091751328	6.03677383831492	7.11963605949262	6.88997929532983	6.29302742688072	6.23089851629542	6.20969626595935	5.95850840693117
Gls	8.11888812090741	8.20965931052925	8.16712855364032	8.21199290111302	8.18379944338109	8.21667679188621	8.16568911657721	8.14822743962477
Nab1	5.82572299500262	5.8722607015778	5.76565059529792	5.74032716806225	5.84356265182289	5.82271832670307	5.62752382346066	5.81839744437098
Tmem194b	2.30135549572276	1.72715016877882	2.1560347624738	1.75945569120225	2.00731122285688	2.33752395513711	2.02730674967258	1.86672026718156
Mfsd6	7.97663699001286	7.96523929081179	7.95934544295147	7.95909552898522	7.9915586796091	7.9657252129635	7.95817041535978	8.01828866043577
Inpp1	4.76724219232501	4.80025894330787	4.72360392263831	4.86436306201466	4.82230109724166	4.82879958381247	4.75764000779515	4.85565487938293
Hibch	4.51990149312365	4.60146010025431	4.55508765013019	4.50162717243313	4.60682587186684	4.56346850345885	4.54301375643529	4.40492469960855
1700019D03Rik	2.24494739761867	2.30955629447477	2.39373983795276	2.05691429314861	2.08235403673192	2.22382784687334	2.4834638946773	1.64750005651422
Mstn	-0.116807116288282	-0.236125978015075	-1.10346249909008	-1.24635594903923	-0.593971220547961	-0.505957626268259	-1.2470904880734	-0.658137034769912
1700019A02Rik	-2.04813900741672	-2.024315803198	-2.61405036089106	-2.20890612421516	-2.00844612301579	-3.49646297393409	-3.08184444701198	-2.7550069634489
Pms1	2.17421081976298	2.09511154339217	2.04727598944154	2.20695055108842	1.93395050810435	1.9347691163753	2.05680932152386	2.06685051288426
Ormdl1	3.57103598577177	3.58693054633537	3.25530747334123	3.28162620926245	3.22115770148766	3.26859176345155	3.17180010916766	3.14259224972547
Osgepl1	3.56182911665822	3.39458702440845	3.34074194261014	3.20164647073721	3.40153176761655	3.52152991421363	3.36814424698149	3.30566443664966
Asnsd1	5.34926688370991	5.36222535270835	5.29175100591182	5.39427436781086	5.33533863659039	5.26939462968811	5.33238202498176	5.38712769307024
Dnah7a	-0.0307239256796939	-0.412719846905261	-0.302924395388429	-0.432975981521517	-0.734114427587903	-0.749632547666802	-0.0584384240143531	-1.02654522433348
Stk17b	2.25640683830784	2.30955629447477	2.39965082072523	2.29672246505338	2.51657597520194	2.60739025774489	2.58415444118044	2.34344865525651
Hecw2	4.30910902143332	4.18418559164487	4.31505919059033	4.15534762241109	4.44360418769929	4.40015109471241	4.42579918257001	4.29691476634967
Ccdc150	-1.34738927778503	-2.75627807464162	-1.03808400860095	-2.06431562878027	-2.4172637432939	-1.04299996475129	-1.30595584737902	-3.06403018989411
Gtf3c3	5.4972648337906	5.52686242087206	5.55073103514696	5.47858272974262	5.49247120305538	5.53332616256851	5.51192419704948	5.58552316884703
Pgap1	4.90285171852568	4.86625696761324	4.92760684780779	4.83815195484362	5.02408349262973	4.9493172934946	4.95543981969111	4.86275346852788
Ankrd44	4.21680574128093	4.06979460845183	4.04404959497331	4.03609423297026	4.16774718143859	4.07903529298565	4.31784097001547	4.10432551112639
Sf3b1	7.31963667165054	7.204332743611	7.33119396594833	7.15040014919663	7.28493542127762	7.36618206804782	7.45696472404014	7.31454588352224
